,ST17270,ST28135,ST694,ST201,ST26242,ST25610,ST27639,ST664,ST25678,ST26017,ST26531,ST18706,ST25618,ST27369,ST305,ST27861,ST1069,ST27199,ST297,ST18026,ST25969,ST27394,ST25695,ST26505,ST17313,ST27102,ST25689,ST26771,ST456,ST711,ST25581,ST26667,ST17188,ST27595,ST221,ST26543,ST16907,ST26892,ST28171,ST87,ST906,ST25720,ST25889,ST27079,ST18079,ST652,ST26378,ST1068,ST26050,ST25750,ST455,ST25766,ST17292,ST25747,ST27049,ST25644,ST26601,ST26762,ST27948,ST28297,ST26221,ST25882,ST25636,ST28287,ST621,ST371,ST25832,ST25728,ST28083,ST991,ST28286,ST25612,ST18571,ST25788,ST25886,ST26478,ST25880,ST25758,ST315,ST25608,ST25798,ST364,ST26764,ST26774,ST17781,ST25704,ST25733,ST25698,ST26330,ST25873,ST26446,ST25761,ST25858,ST27530,ST25905,ST167,ST27933,ST25767,ST18025,ST27048,ST372,ST25780,ST25682,ST27058,ST28175,ST25637,ST27418,ST27039,ST17826,ST479,ST25680,ST477,ST26194,ST26361,ST25546,ST26795,ST25697,ST25725,ST17959,ST17220,ST25688,ST27486,ST26456,ST25827,ST486,ST27060,ST25748,ST25589,ST25831,ST25674,ST25887,ST25961,ST17124,ST27569,ST25604,ST26740,ST25881,ST25754,ST483,ST18785,ST25957,ST26020,ST25712,ST495,ST27080,ST25565,ST27045,ST18460,ST27346,ST25974,ST25838,ST17319,ST26179,ST25774,ST26146,ST27742,ST434,ST11441,ST604,ST25823,ST17722,ST25913,ST11805,ST25597,ST292,ST485,ST25867,ST25777,ST25772,ST26873,ST25828,ST25727,ST26607,ST25628,ST25851,ST26608,ST25850,ST18807,ST25716,ST312,ST25731,ST136,ST26599,ST26889,ST25834,ST25934,ST26606,ST26136,ST25883,ST603,ST28032,ST25769,ST25839,ST14030,ST25639,ST25611,ST387,ST26765,ST619,ST25836,ST26751,ST25722,ST25624,ST25670,ST26007,ST25865,ST416
23368,-0.63765,1.7714,-0.21000001,3.8924,-0.50745,1.2197499,-0.66675,3.98385,2.5918,0.4115,1.4777,1.93,1.0821,-0.5162,3.01745,-0.5796,-0.94565,3.1085,2.9505,2.17935,-0.42745,0.2645,0.8884,2.76945,-0.85235,-0.84085,4.4656,1.24445,1.8949001,3.3766,0.14940001,-0.77610004,-0.21710001,-0.7425,2.5664,-0.56175,0.2215,2.37405,3.0816498,-0.4605,-0.56245,1.00505,1.3269999,-0.21849999,1.34695,2.1281,0.5295,-0.81435,-0.68859994,1.18315,3.0548499,4.7666497,0.17035002,-0.29965,0.12535,1.2741,2.6615,0.93425,2.3915,-0.60005,-0.1349,-0.0687,1.1180999,-0.74145,-0.9805,2.50235,0.50835,2.8225,-0.9517,1.61565,1.07595,1.1752,3.94115,-0.31405002,0.4803,2.73605,0.9046,1.3951,1.64545,-0.3299,1.8285,1.8144,3.6176844,0.096599996,3.44845,0.09185001,-0.5506,2.9608002,0.374,1.9755001,0.0836,2.44855,0.059,3.0644999,1.73815,-0.8907,-0.82445,-0.3443,2.8496501,2.1719,-0.45015,1.38695,0.79555,-0.39880002,4.63415,0.0003999999,-0.31,-0.5887,-0.1042,0.32455,6.0511503,2.1880002,3.16775,-0.30555,0.36679998,1.6452501,-0.5353,0.7771,1.68285,-0.58945,1.5985,-0.86015,-0.45630002,2.48485,-0.43330002,-0.25685,-0.75465,1.00625,1.4340501,0.33269998,2.76875,0.6856,0.84215,-0.79429996,-0.4829,0.42735,1.9610999,-0.38584998,2.2702,-0.20604998,2.2696,-0.60735,-0.21525,3.1581,0.98515004,-0.30025,-0.3918,1.9958,1.2598,-0.17295,0.75784993,-0.45325002,4.9505,4.2594,1.4057499,-0.27845,-1.06175,-0.28875,0.19084999,0.8045,-0.69975,2.99345,-0.31475002,1.39305,0.08895001,1.7152,2.46775,2.6795502,6.5038996,2.47615,-4.9978495e-05,-0.21245,-0.32814997,2.2270002,0.15515,1.9332501,-0.26225,-0.32715,1.8923,-0.36525,-0.6268,-0.3982,-0.3647,1.49225,-0.49089998,1.3364999,3.49555,3.48435,2.0635,1.6910499,1.1771001,0.5052,-0.58235,-0.044949997,-0.8194,-0.4069,1.51455,0.94355,-0.15365,0.27165,0.5424,-0.5161,3.6272001,-0.72005,4.7999496,2.5994,-1.0895
23378,0.58165,-0.7666,2.8078,0.032050014,0.54215,-0.21329999,0.72285,-2.0304499,-1.72675,3.26665,0.3789,7.82955,0.56515,-0.41544998,1.27985,-0.686,-0.067200005,-0.3765,0.9445,0.74224997,-0.6531,-0.053949997,3.76585,-0.61685,0.57850003,0.2806,-0.2392,6.42875,2.9392,1.0456,0.7471,0.60495,0.13165,-1.8219,3.9221501,-0.30525,3.6979,0.14285,-0.4268,1.0257499,0.2642,0.02835,1.05535,-0.40324998,0.8634,-1.0886999,-0.98095,-0.23144999,0.066300005,-0.7065,1.81075,-0.19489999,0.5097,0.18395,0.13715,1.33145,-1.0946,5.75745,0.09275,-1.5251501,2.0569,0.34805,4.71935,-0.65929997,-0.22649999,-1.51935,-0.98625004,-1.3635,-0.030549988,-0.21564999,2.7821999,-0.4852,0.5116,1.31945,-1.7379,1.15705,2.15235,-1.27005,0.4514,0.09154996,-0.783,0.51035,-2.956498,3.2493498,0.86385,0.30085,1.69325,-0.53645,-0.7381,-0.60855,-0.2764,-0.072850004,0.032700002,0.44509998,-1.38105,-0.36420003,-0.53499997,-0.7428,0.63585,3.4517,1.6955,1.3,-2.1872501,-0.8565,-0.6619,2.08265,0.36095002,-0.91220003,0.11034998,0.82,-1.4012,-0.71015,0.2035,0.44709998,-0.0020999908,0.1695,0.56685,1.0274501,-0.46674997,0.70475,-0.40705,-0.2471,0.32790002,-0.942,0.6096,-1.03525,-0.7246,5.7027,-1.3556,-1.5162499,-0.34660003,-0.57019997,-0.18170002,3.7123,0.26005,0.39195,2.1453,-0.55315,0.5305,0.6464,-0.49145,0.5838,-2.5367498,1.0392499,2.7898,-0.62295,0.4379,0.57850003,-0.4443,-0.42235,-0.60035,0.26335,0.66065,-1.4807,-0.13915,-0.2008,-0.131,0.049899995,-0.35860002,1.22825,0.1004,-0.8664,0.2351,-0.39615,0.005400002,1.3164,-2.33945,3.6405,-0.73034996,-0.65715003,-1.197,-1.30935,0.6357,1.4513,-1.9926,-1.40895,-2.78935,1.994,2.9024,0.100499995,3.8193002,-0.8973,-1.73075,-0.6864,-1.3229,0.017549992,3.12355,1.85005,-1.858,0.4652,-0.059399992,3.0719,-0.43690002,1.15635,0.14585,2.18265,0.85565,3.2321,-0.65845,1.4311,-0.12195,-1.61525,0.931,0.47325,-0.69205,-0.98010004,0.84000003
23386,-0.66980004,-0.7511,-0.57135,-6.23685,0.9052,0.40925,-0.63874996,-5.2658997,-0.008200001,-7.3655,0.00079998374,1.6592,0.6925,0.40045002,-0.47165,0.6997,0.2531,0.008599997,3.28825,-7.7217503,1.4513,-0.71959996,0.8753,-3.30415,0.5954,-0.0025999993,-0.9811,-3.3863502,-3.49675,1.6093,0.34680003,0.95665,-0.6512,-0.3514,-0.12830001,-0.09885001,-0.2766,-0.057500005,-0.45515,0.21715,1.0081,0.48990002,1.93605,-1.3273,0.6136,-2.86285,-1.27895,0.99854994,1.12595,-0.87355,-6.86235,-4.67,-0.32665,1.0703,-0.056899995,0.15600002,-1.00015,-2.80055,-1.1638501,0.02835001,0.14230001,-0.4347,-4.5263004,0.86145,1.1308501,0.0731,0.4921,1.1861,-0.114,-2.6821,-0.82065,0.6496,0.2217,1.7595501,2.3021,0.54115,2.43825,-0.6098,0.71945,2.25085,1.0011,-1.29835,-4.412922,-1.49375,-1.4788,0.08104999,0.98484993,-4.0022497,-0.013599992,-0.40089998,0.022250004,0.68035,-4.3977,-0.46445,0.2941,-1.11555,-0.4435,0.72935,-7.5921,0.505,-0.9072,-0.27945,-0.43715003,1.3001499,0.56565,-0.19345,0.6124,-0.55085003,0.048150003,0.88425004,3.25615,1.0957,-0.025999963,0.65405,-0.046050012,-0.5525,0.0977,-0.01910001,1.30485,0.4471,-1.3995,0.17560002,0.55605,0.33545,-0.4525,1.1676,0.47609997,-4.1608,-1.5889,-0.0089500025,1.7621,0.3958,-0.63909996,-0.16755,0.3049,-0.79335,1.67905,1.4041,0.40045,0.50555,1.73685,-0.1039,0.06404999,0.5331,-1.5293,-0.3372,-0.24059999,-2.34125,1.4163,0.87960005,1.6474,0.67085004,-1.15475,1.2219,-0.29785,0.53875005,0.5334,-0.20075,-1.53685,1.0408,0.2351,1.3570501,0.81215,-0.33965,-0.5675,-0.11124999,-1.17295,-0.0582,-6.02235,0.68939996,0.80544996,0.96545005,0.3007,0.066599995,0.7682,2.13335,2.97625,-0.64930004,-2.6999002,-0.86880004,2.18295,0.667,0.09794998,0.85074997,0.16025001,0.7838,0.10075003,-1.1645,0.7231,-1.91415,-0.06850001,-1.03765,0.96335006,-0.5962,-0.1513,1.46625,-0.43215,-4.3054,-0.0582,-2.9274502,-4.51355,1.69565,-4.7202,0.19905,-1.3046,1.56545,0.48249996
23410,0.75769997,-0.83115,-0.91425,0.47749996,-0.28524998,0.13014999,0.3103,-1.1922,10.0,-1.0074,4.2547503,4.5903,5.23575,1.0469,-0.08235,0.5222,0.53255,-0.25735,1.3283,3.5195,0.36769998,-1.052,-0.94089997,-0.61095,0.4553,-0.51555,-1.4262,0.28565,-0.81675005,0.0176,-0.85805,1.18155,-0.3716,0.38944998,-0.44634998,0.32044998,0.07224995,-0.25550002,4.7906,-1.42695,5.6002,-0.58365,2.4455,-0.4322,4.8033,3.8801498,-0.39764994,0.077549994,0.5439,-0.63905,-0.09969999,-0.28754997,-0.1312,0.23135,-0.30405,-0.3396,-0.26880002,-0.85815,-0.19925004,1.0268,-1.50565,-0.5804,-1.14225,0.72455,1.2049999,10.0,-0.011749998,0.316,-0.87865,-2.0647001,-0.3857,10.0,0.4005,5.19605,-0.60545,4.40625,1.55845,0.20035,-0.876,1.1738,0.69479996,-1.09905,-1.2801964,-0.116049945,-0.6702,1.56565,-0.2655,-1.7743,5.1072,-0.0789,-0.074599996,0.37265,-0.95165,4.7009,-0.26915002,0.08400001,0.3933,0.41355002,4.31735,0.49725,-0.2747,0.045200005,-0.68060005,4.9838,0.28225,-0.78540003,0.15155,5.58855,10.0,-1.0720999,5.40055,0.70825,-0.03395,0.24525002,4.99635,-0.29174998,0.44134998,0.23949999,-0.71045,-0.37145,4.97735,4.89475,0.094199985,10.0,4.9425,0.11015,5.2434,-0.28335,-1.24175,-0.594,-1.3139,-0.056050003,-0.98815,-0.06415,4.7138,-0.17635,5.3141,5.42605,0.123550005,4.876,5.1788,-0.77795005,1.1164,-0.295,-0.95895,10.0,-0.4491,-1.42465,4.8882,0.0868,1.0505999,-0.43855,-1.3831,-0.88615,5.42405,4.44925,0.3405,-0.7801,-0.88019997,-1.2342,0.0731,0.3082,0.87305,-0.4002,5.0661,-0.46124998,-1.6536,3.59025,-2.0592,-0.40324998,-1.00635,4.74155,-0.57405,0.63355,-0.9414,0.48485,5.6554,4.9702,-1.75575,-0.35764998,0.4674,-0.351,0.62305,0.285,-0.22694999,0.812,1.3125501,4.77195,-0.77825,0.5115,4.7971,-1.6622,-0.32844996,-0.90625,0.13365,-0.38335,-0.32085,-1.10025,5.30685,0.1529,4.97735,0.6727,-1.2428,5.19605,-0.37465003,0.84665,-0.1599
23443,-0.4634,-1.14035,-0.30079997,3.71965,-0.1331,-0.51975,-1.4842,3.8237,1.1571,-0.70345,-0.79254997,1.50615,-0.12615,0.29985002,0.36805,-0.27380002,-1.42255,-0.24219999,1.29055,-1.20445,-0.96,0.42760003,-0.1952,-0.3841,-0.1805,-0.27415,0.5813,-0.43989998,1.26795,0.88755,0.19835001,2.6138,-0.36075,-1.26285,-0.99605,-0.40035,1.0457,0.08954999,0.57774997,0.1161,-0.3983,2.3140001,2.3035,-0.89699996,0.06654999,3.5341,-0.4541,-0.3533,-0.2858,-0.026500002,-0.56885004,4.24415,0.9304,2.178,0.15885,0.5452,-0.59795,1.64145,-0.6842,-0.4475,-0.07664999,0.69785,1.9705,-0.65305,0.044450015,-0.99644995,-0.17914999,-0.97135,-0.7621,-0.17655,1.42265,-1.0092499,0.7906,4.1647,-0.91005003,3.5637498,1.7105999,-1.41335,1.00485,1.1037,0.030200005,0.035099998,-0.4482609,-0.61425,1.15465,0.7853,0.48755,4.0893,-0.162,-0.8298,0.058449984,-0.27485,-0.88845,-0.2706,-0.23565,0.5301,0.24195,-0.04265,-1.34935,-0.25765,1.7449,2.49435,0.81995,-0.24104999,4.2581496,0.36325002,-0.51475,0.24059999,-1.19615,0.3052,1.2873499,0.20474999,2.27845,-0.064600006,-0.5485,0.8673,-0.63585,1.9047999,-0.34235,0.29650003,0.1008,-0.92289996,1.0223,0.37255,0.24509999,-0.44525,-0.54825,3.0225,0.97035,2.17725,2.1781,-0.64804995,-0.49510002,-0.030200005,-0.5855,1.01535,1.7459999,-0.27775,-0.10929999,-0.098900005,3.0998,3.01435,-0.6627,0.0723,-0.39595,-0.0073499978,0.70435,1.9080501,-0.0069499994,2.9571002,-1.5167999,-0.3698,-1.3701,1.63585,0.054799996,-0.87074995,-0.29604998,0.45495,1.8929999,0.30515,0.19299999,0.71635,3.15015,-0.5364,0.59025,0.37755004,-0.33644998,0.3242,3.10565,-0.93789995,2.5187001,-0.12804997,2.7749,-0.63465,0.38265002,-1.5053501,-0.116,0.95655,3.36635,-1.337,-0.33835,-1.13695,-0.744,-0.118650004,3.85575,0.60185,-1.4188,3.3288999,-2.0124,1.9813,0.13814999,2.34325,-0.62654996,1.0878,2.7443001,0.78540003,0.48515,1.32435,-0.5423,3.3615499,1.0134,-1.0961,3.4043999,0.4739,0.67075,2.3198,0.15759999
23463,-0.83764994,-0.27650002,0.39685,1.38835,-0.039949983,-0.56375,-0.08705,1.7035,-0.1782,-3.824,-1.997,0.87770003,-0.68630004,0.8256,-0.21825,0.23865,-1.4317,-0.87845004,0.8374,-3.44905,-0.75905,1.13835,0.42215002,1.5496,0.50615,-1.10725,0.014449999,2.8028998,-1.6517,-0.57344997,-1.0942,-1.032,-0.10685,1.45635,0.07825,-0.7018,-0.8104,-1.0004001,0.45520002,-0.2663,-0.85655004,-0.4958,-0.71125,1.5801,0.35665,1.4361,0.63845,-0.23685,0.72365,0.90935,2.9399,0.0598,-1.6272,-0.56795,-0.78775,0.27589998,1.4990001,-0.7658,-0.7478,1.18465,0.020099998,0.39849997,1.0254999,0.36385003,-1.3966,-0.57715,2.1401,1.70685,-0.28395,-5.6354504,0.40319997,0.107999995,-1.1060001,-0.016099997,0.4471,-0.9301,1.1261001,1.02825,1.9784,-0.57715,1.67225,-1.01295,-0.2203988,0.7938,0.28265,1.5308,0.3071,1.4188,1.59385,-0.34345,0.81845003,1.0622,1.9926,-0.81820005,1.22445,0.1826,-0.8806,0.8685,-4.06905,-0.17379999,-1.5603501,-1.6108,-0.84155,0.4773,0.1122,0.10280001,-0.107250005,-0.6681,3.4993,1.8204999,-1.02975,-0.43909997,-0.40765,0.2746,-0.70965,0.0062000155,-0.45535,-0.679,2.45725,0.42110002,0.51935,-0.4229,-1.1313,1.5364,-1.02485,0.83280003,-1.5009999,-1.4893,1.1575501,-1.3812001,1.3503001,-0.24424998,0.4774,-0.67254996,-0.23584999,-0.62109995,-0.71424997,0.5469,-0.21289998,0.5727,0.053550005,0.40115,-0.023899999,0.23854998,0.8374,-0.489,-0.13815,-1.2638999,-0.03514999,-1.0354,1.3713,1.2925,0.062750004,-1.2536,-0.71555,-0.50055003,-0.065400004,-0.61590004,-0.4992,-1.1897,-0.5521,-1.0202,-0.16115,1.23425,-0.79950005,0.46835,1.69925,1.0107,0.4737,0.66265,1.4031999,0.2015,-0.3467,0.16285,1.60425,1.13005,0.0117999995,-0.60085005,-1.06965,1.63385,0.79205,0.39215,-0.23144999,0.0836,0.9572,-0.7106,0.7221,-0.59975,0.7323,0.06850001,-0.30870003,1.0467,0.87380004,-0.545,0.5066,-1.15065,-0.26225,-1.2944,1.6007501,-2.3551002,-0.3898,1.91685,1.8903,-0.58930004,-0.4774,0.67345,-0.28175002
23499,-0.3365,-0.64975,-4.19455,-1.2595501,-0.35355,0.2465,1.02635,-2.89365,1.5015,-0.45265,-0.24135002,-1.1454,-0.2457,-3.2658,-0.16935,0.13574998,-0.58205,-0.024450004,-0.0731,-0.2695,0.16855,0.2651,-4.2528,0.18675,0.33625,0.030599996,0.03805,-6.18825,0.98319995,-0.34735,-3.67695,-3.4836001,-2.994,0.07584998,-0.74545,-0.3835,-4.7700005,-0.033999994,1.08365,-1.4217,-0.7493,0.49005,-0.7327,0.76475,0.018299997,-1.4447,-0.49605,0.49014997,0.3279,0.24375,-0.8996,-9.035299,1.0196999,-0.40755,-0.88895,-4.73675,1.7996001,-2.3168,-0.29330003,2.40005,1.1391499,0.14075,-8.2951,1.08225,1.99475,0.49764997,0.8934,0.33339998,-4.4568,-4.8444996,-0.068900004,-1.8103001,-1.3383999,-0.05565,-1.69765,-0.3702,-0.080450006,-0.16430001,0.59465003,-0.44599998,0.47015,-0.63515,-1.0591134,1.8626499,-0.3822,0.35639998,0.24679999,-3.7163,-2.70755,0.67085004,0.2204,0.016649991,0.19925,-0.2316,-1.8687501,0.30095,0.82490003,-2.75705,-0.65465,-1.9022,0.90855,0.84015,-2.02875,-4.38515,1.29545,-0.64805,0.8567,-0.06575,1.8047001,0.0493,3.6429,0.45075,-2.8397,-4.86895,-1.0532501,0.94850004,-2.4391,0.5326,0.80619997,-0.048049998,0.6124,0.0497,0.2574,0.4098,-3.35195,-0.8631,-0.18805,-3.67455,1.62955,3.6964,-0.43275,0.9134,-0.1277,0.7234,-0.37655,0.9566,-1.24875,-0.22005,-0.1297,0.71365,-0.018599998,-0.039400004,1.4043,0.09470001,-0.21665,-4.53525,-0.5831,-0.33394998,-0.39445,-2.67765,-3.87795,0.92035,-0.70375,1.7728,-0.59115,0.83875,0.48755002,-0.034099996,2.035,-0.21895,-2.26855,1.91375,1.3208499,1.2681,-1.3432,0.2604,-4.3193,-4.37945,-3.0143,-4.47165,0.85465,-3.48545,0.50914997,-0.48970002,-3.3881001,0.5856,1.6875501,-3.3476,-5.62455,-2.6759999,0.26855,-0.8034,-1.27615,-0.51555,1.4114,1.36455,0.23810002,-0.46675003,-0.74095,1.185,-0.21904999,-0.58065,-3.3790002,-0.6575,-4.3504,0.26015002,-2.11265,-1.23065,-2.0256,0.49690002,-0.88495004,0.895,-4.2278004,-3.6985,0.7101,-3.5306,1.49375
23512,0.12040001,-4.9858503,-5.93225,-2.612,-0.20019999,0.2085,-1.0991,-5.8492,0.6645,0.4831,-2.63495,2.86965,0.1368,-0.14795,-0.3549,0.57405,-1.03405,-0.30145,-1.6921499,-1.0684,0.1712,0.19495,-5.13505,0.63535,-0.1185,-0.11485,-0.6191,-7.5451,1.35695,0.49825,-0.29285002,-0.3003,0.523,-0.14795,-0.80125,-0.1683,-6.4096003,-0.92145,0.6669,-0.11125,-0.46675,0.0625,-2.29625,-0.050149992,-0.48335,-5.74605,-0.7322,0.3893,0.81275,-0.43075,0.20359999,-2.8319502,-1.42975,0.2773,0.1398,-0.03909999,0.33725,4.7725496,-0.72615004,0.81659997,0.28595,0.20819998,-7.5765,0.38819999,-0.26575,-1.2874501,1.1571,-0.06905,0.3463,-3.6767502,3.43645,0.93095005,-0.24665001,0.56159997,-0.98655,-1.076,-1.43005,0.47184998,1.04045,1.12325,0.2453,-0.90765005,-3.3240907,2.292,0.302,1.7312,-1.42585,-3.59805,0.2416,-0.0984,-0.17754999,0.10349999,1.5207499,-0.36305,-0.72615004,1.8047,-0.48290002,0.64820004,-0.29295,-0.055700004,-0.93474996,-0.1602,1.6875,-0.0462,0.41315,0.64915,0.04030001,-0.86825,1.93325,0.17834997,1.3938501,0.3603,0.17290002,0.19745001,-0.6113,1.04905,0.07745,0.3463,1.7281001,-0.12905,-0.18275,-0.058350004,0.2364,0.65055,-0.13335001,0.31895,1.03425,-2.76355,2.2122,1.8833001,-0.3287,0.2631,-1.2017,-1.1968501,-0.90805,3.1834002,-2.0106502,-0.36865,0.28710002,0.22170001,0.4208,0.3542,1.3201001,-0.11305001,0.26545,-0.83435,0.2546,-1.16,0.23294999,1.14955,0.26545,-0.26445,1.7165,-0.9203,-0.2953,-0.3695,0.27429998,-0.4663,1.3547001,1.211,-0.022300005,1.08945,0.06854999,0.16175,-0.78639996,0.045300007,1.09005,2.39155,-0.40655,0.60035,0.7712,0.18964998,1.4628,0.07045001,1.1457,1.73795,1.2525,-0.52830005,-5.3190002,-0.17729999,1.2472501,-0.5939,0.441,-0.061650004,-0.2605,0.23614998,-0.36435002,0.0,-0.78639996,0.094500005,1.1357,1.0911,0.302,-0.67745,0.92975,-1.5051,0.06045,0.57780004,1.8078499,1.8833001,2.1227999,0.85090005,-7.1319504,-0.14795,0.59575,-0.8458,0.121149994
23522,-0.2235,0.0697,-0.02755,0.4325,-0.15185,-0.33935,-0.70645,-0.15655,1.2391499,2.47405,-1.2064,-0.30095,0.43545002,0.16134998,0.46750003,-0.4262,-0.118549995,-0.30695,0.42385,0.98465,0.15249997,-0.32814997,-0.09145,0.5445,-0.3074,-0.13225,0.84105,-0.97765,1.2587,0.66859996,1.6215501,-0.35995,0.3261,-0.61399996,-0.06455,-0.29514998,0.71475,-0.2889,0.41495,0.9939,-0.5393,-0.32744998,-1.0825,0.85065,0.28945,-0.17144999,-0.7165,0.06504999,-0.4499,0.1867,-0.1601,-0.78635,0.27125,0.15095,-0.60355,-0.07615,-0.023849964,-0.72870004,0.3676,0.5989,1.31935,-0.3001,-0.6486,0.72025,1.2073,-1.0304,0.0012000203,0.74934995,-0.857,2.27835,-0.0482,-0.47255,1.36255,0.82565,-0.67955,0.45245,-1.6870999,1.3414,0.22149998,0.66265,-1.6008,0.1427,1.9242735,1.06945,0.23965,0.3231,0.2984,0.78269994,0.51979995,-0.52680004,-0.66365,0.29215002,1.7476499,0.72045,-0.097100005,-0.5403,0.421,0.88915,0.94149995,1.21025,0.7328,1.40685,1.86955,0.4497,1.21145,-0.3735,0.10735,0.29884997,0.6091,-0.78620005,1.6219001,-0.08095001,1.0258,-0.14465,1.5365,0.85,0.54174995,0.5899,0.64655006,0.026149996,-0.5766,-0.36465,0.8916,0.5419,-0.36065,0.42775002,-1.13625,0.40614998,0.8147,-0.002550006,-0.98284996,0.58775,0.82780004,-0.8793,-0.31425,0.95435,-0.41345,-0.7249,1.10855,-0.5387,-0.039550006,1.13325,1.5541,-0.50479996,1.2344,-0.37615,-0.56374997,0.84965,0.27539998,-1.27055,-1.22385,0.3926,-0.4819,-0.27035,-1.0663,0.054350004,0.44965,0.050499998,0.23365,-0.11785,0.9838,1.7520499,-0.80845,-0.0916,-0.11435,0.2989,0.9505,-0.14565,6.9624004,0.20250002,-0.52535,-1.0545,0.042250007,0.56014997,0.09400001,-0.04615,1.3563,1.08245,-0.007649958,1.0220001,-0.091450006,-1.3076999,1.11575,-0.3929,0.0774,0.060549974,-0.46735,0.98165,-1.58195,0.7862,1.14845,1.2572,-0.45409998,0.28915,0.69294995,-1.0484,0.12665,0.43385,0.6941999,1.4736999,0.03279999,0.062950015,-0.19255,1.0344,-0.56615,0.97940004,1.60655
2353,-1.26975,2.19605,2.0873,2.8199,0.8478,0.713,0.5769501,6.8002996,0.6685,2.76705,2.7599,0.7448,-0.22455,0.04525,0.078999996,0.84375,0.35250002,0.14945,2.6974,5.33745,0.1506,-0.2835,5.9607496,-0.12605,-0.58675,0.825,-0.5128,3.5092,0.0318,0.73565,-0.7422,0.917,1.0313001,-0.3908,-0.82975,0.5093,2.30525,-0.19665,0.59225,1.5481501,0.91405004,-0.43525,5.51655,0.07080001,-0.5145,-1.1881499,-0.25084996,-0.112550005,0.2859,-0.022,-0.94439995,6.0426,-0.5718,0.081650004,-0.0932,-0.5316,-0.34170002,1.1417501,-0.25925,-0.5444,0.08745,-0.10295,4.81295,-0.6609,-0.2496,0.33705008,-0.299,-1.00865,0.77585006,6.94075,1.0136501,-0.5189,-1.0659,-0.05215,0.4999,-0.1602,1.81435,-1.0726,1.2378,-0.38819999,-0.39465,1.1873499,0.42707443,1.03915,-0.116,-0.63019997,0.05325,-0.08840001,-0.293,1.1059,0.79835,-0.13854998,-0.22964999,1.34675,-0.56205,-0.4978,0.55795,-0.7073,3.28445,-0.31125,-0.277,1.30385,1.80795,-0.50804996,0.71379995,0.56805,-0.15849999,0.25035,-1.28345,-0.67385,0.9044,-0.5254,-0.26365,0.19789998,-0.2082,-0.70065,-0.3523,-0.37719998,-0.64814997,0.34100002,0.02065,-0.5189,0.622,-0.2024,1.1228501,1.9915,-0.28575,0.22015,1.7058,0.2331,3.6982,-0.5197,-0.43715,0.39635,-0.69645,1.2795501,5.8666,-0.5147,0.39355,0.054549992,-0.38335,0.84515,1.1417,0.33455,1.79345,0.89745,-0.92415,1.5192001,0.6706,1.4526,-0.17699999,0.9451,1.1173,3.1066,-0.45675,-0.301,0.14755,-0.418,-0.22209999,1.90505,0.12349999,-0.0026500002,0.8523,0.51365,0.0515,1.1566501,-0.40864998,3.0771,4.15705,-0.2872,0.098,0.38640004,0.9281,-0.09259999,-0.24135001,-0.58435,0.1355,0.32615,1.3797,0.50455,0.07409999,1.1809499,-1.29,-0.27899998,-0.85539997,0.43980002,-0.4771,-0.43664998,0.78435,-0.69835,-1.0504,0.23084998,0.64265,-0.7432,-0.467,-0.66785,0.047850013,4.7318497,-0.65725005,0.4687,0.34144998,0.5141,1.3757001,-1.1286,0.11704999,0.68275,-0.13970001
