,ST17270,ST28135,ST694,ST201,ST26242,ST25610,ST27639,ST664,ST25678,ST26017,ST26531,ST18706,ST25618,ST27369,ST305,ST27861,ST1069,ST27199,ST297,ST18026,ST25969,ST27394,ST25695,ST26505,ST17313,ST27102,ST25689,ST26771,ST456,ST711,ST25581,ST26667,ST17188,ST27595,ST221,ST26543,ST16907,ST26892,ST28171,ST87,ST906,ST25720,ST25889,ST27079,ST18079,ST652,ST26378,ST1068,ST26050,ST25750,ST455,ST25766,ST17292,ST25747,ST27049,ST25644,ST26601,ST26762,ST27948,ST28297,ST26221,ST25882,ST25636,ST28287,ST621,ST371,ST25832,ST25728,ST28083,ST991,ST28286,ST25612,ST18571,ST25788,ST25886,ST26478,ST25880,ST25758,ST315,ST25608,ST25798,ST364,ST26764,ST26774,ST17781,ST25704,ST25733,ST25698,ST26330,ST25873,ST26446,ST25761,ST25858,ST27530,ST25905,ST167,ST27933,ST25767,ST18025,ST27048,ST372,ST25780,ST25682,ST27058,ST28175,ST25637,ST27418,ST27039,ST17826,ST479,ST25680,ST477,ST26194,ST26361,ST25546,ST26795,ST25697,ST25725,ST17959,ST17220,ST25688,ST27486,ST26456,ST25827,ST486,ST27060,ST25748,ST25589,ST25831,ST25674,ST25887,ST25961,ST17124,ST27569,ST25604,ST26740,ST25881,ST25754,ST483,ST18785,ST25957,ST26020,ST25712,ST495,ST27080,ST25565,ST27045,ST18460,ST27346,ST25974,ST25838,ST17319,ST26179,ST25774,ST26146,ST27742,ST434,ST11441,ST604,ST25823,ST17722,ST25913,ST11805,ST25597,ST292,ST485,ST25867,ST25777,ST25772,ST26873,ST25828,ST25727,ST26607,ST25628,ST25851,ST26608,ST25850,ST18807,ST25716,ST312,ST25731,ST136,ST26599,ST26889,ST25834,ST25934,ST26606,ST26136,ST25883,ST603,ST28032,ST25769,ST25839,ST14030,ST25639,ST25611,ST387,ST26765,ST619,ST25836,ST26751,ST25722,ST25624,ST25670,ST26007,ST25865,ST416
9097,-0.50215,2.1006,-0.4304,3.70335,-1.2283,-0.25755,-0.15765,2.52275,0.120500006,1.1988,0.84319997,0.54035,0.0087,-0.21495,2.522,-1.0921,1.7973,-0.6108,2.4506001,1.4816,0.9475,-0.1663,-1.99735,-0.2633,0.07655,-0.677,1.84375,-1.40245,1.5184,0.1231,1.1005499,1.2665999,1.2047501,-0.7051,0.9552,0.47539997,1.0029,0.33955,0.09754999,-1.1731,0.3146,-0.1374,-0.4852,-0.24199998,-0.014999986,3.7646,1.76805,-1.3476,-0.40335,-0.7002,0.8296,6.2698,3.1044002,1.04855,-0.8972,-0.3337,-0.9508,-1.5373499,-0.22980002,1.2165,-0.24669999,0.8175,4.62395,-0.5146,-0.34855002,0.4476,-0.12299998,0.0814,1.94515,4.0361,-1.7281001,-0.083950005,1.8742,-0.24475,-0.10365002,-0.6358,1.2830501,0.27185,1.2945501,0.01699996,-1.0866,1.4905,3.9453168,1.13805,0.08765,-1.0123,0.69879997,4.1819,0.52654994,-0.07385,-0.23645,0.09864999,0.51385,0.8839,0.37965,0.08840001,-0.6438,0.2568,-0.85445,0.16705,-0.0519,0.13555,1.3545,-0.5626,0.07555002,0.98080003,0.04265,1.41185,2.60985,0.2432,0.1928,-0.37585,0.10325003,-0.24049999,0.6006,-0.6365,0.096599996,-0.45229998,0.62935,-0.71169996,-0.45160002,0.6894,-0.3973,0.1971,-0.54445,-0.029299997,2.56715,3.26255,0.2691,1.0603,1.8032999,0.1656,-0.5934,-0.76185,-0.51835,0.5429,2.37305,0.0003500022,-0.103800006,0.2706,-0.2704,-0.4874,-0.22874999,0.79835004,-0.3996,0.08385,0.63235,2.25185,-0.6447,0.19095,1.7552,0.077949986,0.1376,1.4222,1.6628001,0.77125,-1.141,0.0030499995,0.724,0.5532,0.17874998,0.3077,-0.93044996,0.22569999,0.65225,0.08864999,1.8943999,0.7048,6.4313,0.34695,1.4802,1.85685,-0.99819994,0.1871,0.78555,-1.14245,-0.8615,0.67315006,0.1039,-1.03775,-0.72005,0.20645002,-1.0933,0.55770004,-0.11005001,1.5691,0.98805004,1.22335,-0.6264,-0.28645,-1.0588499,0.9053,-0.73845005,-0.085,-0.62645,1.2022,-0.028450005,-0.47185,-0.34575,-0.69435,0.4094,-0.43715,3.6199002,-0.78915,-0.67145,0.81394994,-0.4292
9112,-0.4408,-0.50975,0.52065,1.0613,-0.14450002,-0.19925001,0.4881,1.04565,0.08929999,-2.3417,-0.1525,0.44370002,-0.021249998,0.3513,0.13909999,-0.28935,0.21845,0.039250016,-0.3606,-2.0426002,-0.2546,-0.076299995,-0.114999995,-0.40594998,0.1027,0.36135,-0.51955,0.5029,0.08669999,1.15545,0.84895,0.4849,-0.4375,0.5297,0.25965,0.3831,0.96704996,-0.13795,-0.28555,-0.411,0.30105,0.5851,-2.5481,-0.4489,0.049600035,0.21655,-0.4367,-0.8375,0.5648,-0.59825003,-0.3826,1.9714999,2.2272,-0.2758,-0.1637,-0.4449,-0.089949995,-1.0813,0.7021,1.12545,0.09920001,-0.34460002,1.6438999,0.4766,3.0607,-0.12475002,0.92544997,-0.69949996,-0.3102,-1.9057,-0.15175,1.2228999,-0.046900004,-0.36180001,-2.35265,0.42925,-3.11795,0.45955,-0.5339,0.6268,-0.85915,-0.1503,0.22994263,0.95295,-0.62670004,0.2326,-0.22474998,1.1074001,-0.18210001,0.763,0.006700009,-1.13085,0.02245,-0.35065,0.22150004,-0.79955,-0.50685,-0.5125,-1.9428501,-0.29735,0.54065,1.1005,1.89625,-0.36799997,0.10075,-0.05275,0.26860002,0.07715002,1.59165,0.14255,2.0263,-0.19945,0.15069999,0.21145,0.3817,0.06315,-0.404,0.46699998,-0.6311,-0.4935,-0.2364,-0.47245002,1.45135,-0.98325,0.60255,0.57115,-0.58059996,1.44105,-0.27075,1.79915,-3.2209,1.3497,-0.2788,0.27719998,-0.33165,1.1007,-3.0964499,-0.3106,-0.3323,-0.39205003,-0.7172,0.55295,1.3081,-0.04069999,1.2945,0.08264999,0.16115,-0.686,-0.3761,1.5173,0.06465,-0.20375,1.14825,-2.6025,-0.28205,-0.5645,0.58055,0.2706,-0.2144,-0.2123,0.02555,2.31585,0.25685,-1.4537001,-0.0705,0.2063,-0.37054998,-0.18219998,2.3366,0.1164,-0.81149995,-0.17095,-0.08585,0.53535,-0.063550025,-0.6898,-0.6798,0.0733,-0.0033500046,0.92705,0.82425,-0.42905,0.67560005,0.19125003,-0.32985002,2.03195,1.0799999,-0.38235003,-1.62415,0.70205,-0.65760005,-0.91615,-0.42955,-1.2304001,0.268,0.82065,-0.1543,-2.38135,0.21159999,0.983,-0.66744995,0.56115,1.42855,-0.30629998,-0.33669996,0.4743,1.5725
91137,0.8622,-0.57265,-0.32515,-5.6897,0.41764998,0.2571,0.23665002,-3.18125,-0.15474999,-3.13795,-2.42505,0.53260005,0.19915,0.63585,0.93165,0.0121500045,0.20680001,1.2484,-2.89695,-4.6983,0.39380002,-0.107999995,-3.27935,0.4214,-0.38985002,0.9412,-0.21495,-4.2847,-0.58035,-0.3718,-1.2939,-1.11345,1.15325,-0.84344995,-0.34185,-0.11824998,-0.7528,0.46074998,-5.20995,0.58085,0.34995002,0.55715,-2.10405,-0.81795,0.34960002,-1.55175,-0.451,0.2561,-0.105,-0.8886,1.01195,-0.61635,-4.1765,0.2709,0.25745,-1.1461,-1.7471501,-0.5571,1.19955,-0.83175,-0.93025005,-0.34855002,-3.01105,0.3161,-2.6927,-0.38325,-1.3666999,-1.4468999,0.6104,-1.8054,1.04405,-1.0758001,0.7377,0.08760001,-2.158,0.29495,-2.9705,-0.68935,-0.50105,0.8138,0.30824998,0.7624,-6.1715784,-1.08795,0.7805,-2.3064,0.52459997,-1.3786,-0.7252,-0.48645,0.3017,0.48334998,0.7557,-0.50595,-1.2579501,0.42765003,0.64559996,-0.14635,-4.5362997,-0.14875,1.29215,-0.30215,-0.048850015,-0.7714,-0.052549995,0.49080002,0.18245,0.9857,0.70710003,-0.85020006,-4.71045,0.51835,-0.44540003,0.03289999,0.81270003,0.7098,0.37199998,0.4228,-0.5824,1.3608501,-1.9828,-0.14875,-1.01355,-4.89165,-4.2197,-0.6083,0.11575,-4.2373,1.6725,-0.14565,-2.0827,-1.9155,-0.5841,-1.32705,-0.28915,-1.64515,-1.6292,0.4839,0.30315,0.023499995,0.55439997,-4.5161,-1.6751499,0.28415,-2.5496001,0.45305,0.62595,-1.64945,-0.27105,-2.6134,-1.1424501,-0.63785,-0.9027,-0.8741,0.4899,0.13144998,0.3533,0.9828,0.5948,-0.1494,0.95395005,-5.2791,-0.52805,-5.47745,0.76084995,0.67425,-2.6605,-0.023750007,-0.9534,-1.10735,-1.0775,-1.4509499,-0.24865,-0.542,-0.076749995,-0.66515,-1.2860501,0.5444,-0.24895,0.40245,-0.60665,-0.69624996,0.3587,0.33085,-0.80425,-1.7667,-2.3024,0.36549997,-5.8752,-0.5842,0.62895,0.543,-0.3564,0.9036,0.24665,-0.12695003,0.80895,-0.92700005,-1.0152,-1.86115,-4.1419497,-1.2294,-6.7043,0.87555003,-1.15175,-1.00055,-0.5849
9124,0.9008,0.7263,0.3913,-0.6052,-0.36789998,0.40475002,-0.37735,0.2762,-0.44605002,1.8838,-0.34390002,-0.90884995,0.20785001,0.16935,-0.25800002,0.28525,0.030249998,-0.46165,-1.0468,0.19245,0.086899996,-0.3269,0.06425,0.1555,0.17155,0.56395,0.17235002,0.025749996,-0.62724996,-0.25620002,-0.85245,-0.14750001,0.14205,-0.13055,0.47575003,-0.3607,-0.083550006,0.89045,-0.5008,1.80225,0.29115,0.10435,-0.59465,-0.4773,-0.64115,0.78085005,0.56925,0.16995001,0.1514,0.56665003,-0.47085,-0.4099,1.5938001,0.61284995,1.5783501,-0.08775,0.93365,-0.37305,0.6696,2.04235,-0.89524996,0.16504999,0.50665,1.08465,0.53165,0.46084997,0.9585,-0.6777,-0.25115,0.08735001,-0.22295001,-1.09515,0.06825,-0.44555,1.7217,-0.348,-0.15619999,0.86759996,-0.5425,-0.62475,1.8038001,-1.0344,-1.5448399,-0.6579,-0.39395,-0.65885,-0.28975,1.0207,0.50475,-0.11925,0.10280001,0.99230003,-0.17065,0.10494998,-0.25370002,-0.91569996,-0.61955,0.44365,0.66305,2.5162501,-0.86995,0.73175,-0.100499995,0.98795,0.93555,-0.31515002,-0.35425,-0.6555,-0.2702,-2.48225,0.06355001,0.4998,-1.3892,0.68605,0.6426,-0.74635,0.0026499927,0.85765004,0.9306,-0.0941,0.105500005,0.056499958,-0.20580001,-0.91955,0.7004,2.1157498,1.1686,0.99614996,-3.0841,0.12760001,-0.5312,-0.2851,0.3262,0.113199994,-0.4911,-1.5092,-1.6882,1.4649501,-0.4575,-0.28039998,0.15890001,-0.023400009,1.087,-0.4943,-0.26835,0.2409,1.73745,-1.777,-0.43559998,-1.0639501,1.4936,-0.35469997,-0.9856,-1.20085,1.1640999,-0.3889,-0.2717,-0.63425004,0.42665,-2.32765,0.13929999,1.1183,0.30905002,-0.02065,0.15174997,-0.22279999,-0.71515,0.67285,-2.68855,-0.12959999,-0.14824998,1.08465,0.3441,0.31499997,-0.85535,0.9879,-1.19865,-0.26500002,0.73155,-0.15799999,-0.06680001,0.86255,0.7924,1.976,1.4629999,-0.25655,1.38755,0.31849998,2.8607001,-0.08339998,0.64685,-1.77145,0.4153,0.30429998,0.21410002,-1.3266001,-1.2242,-1.8351,-0.26799998,-1.5150499,-2.6032,0.23585,0.34625,0.8794,-0.047450006,0.67505,0.13980001
9126,-0.015199989,0.13035001,0.514,-5.59485,0.71055,0.4955,-1.1329,-5.1150002,0.77125,0.17539999,0.65695,2.69925,0.9794,-0.87415,0.07180001,0.56,-1.14245,-0.96395004,-0.51584995,-2.1759,1.3151,0.62705,-0.9829,0.16424999,-0.36595,-0.32375002,0.7583,-4.38605,0.811,-1.1812,0.4508,0.47855,0.39275,-0.99385,0.12325001,-0.98599994,-2.8048,0.16510001,0.70125,0.84785,-0.72485,-0.20490001,-0.96720004,-0.13309999,-0.27819997,-4.06465,0.031449974,0.071149975,-0.32479998,-0.5042,0.14095,-2.8293,1.6940999,-0.84465003,0.055549994,-1.2360001,-0.16965,0.64565,-0.88100004,0.60324997,-0.6849,-0.4278,-1.9465499,0.3269,0.65845,-0.3868,0.6269,0.53255004,-0.6276,-2.5024,-0.19115,0.16139999,-0.73165,0.00645,-1.3922,-0.72915,-0.84645,0.7181,1.4704001,1.88105,-0.7128,0.1225,0.24363932,-0.2579,0.20955,1.4439,-0.73265004,-4.0937,-0.2557,-0.07345,-0.07995,1.2742499,0.69200003,0.0672,0.0024000108,0.29295,0.016200006,0.93185,-2.71055,1.53565,-0.7619,0.157,0.91905004,-0.31800002,-0.44794998,-1.22265,-0.7489,-1.1262,0.02670002,0.74575,1.6989499,0.63485,-0.90365005,1.18365,-0.08745,0.292,0.18959999,-0.009800002,0.1445,0.4348,-0.8559,-0.25105,-0.5862,0.40745,-0.007650003,-0.5558,-0.07875,3.2015,0.3939,1.09215,1.2447,0.013799995,0.062049985,-0.3804,0.14355001,1.3711,-0.98620003,-0.4277,0.5517,0.4104,0.042049997,-0.57185,0.237,-0.007550001,2.9493499,-0.27554998,-0.5301,-0.72835004,0.55700004,1.4612,0.14095,1.0052,1.6832,0.26049998,-1.0843,0.144,0.028450001,-0.3456,0.34315,-0.35209998,-0.07435,2.30445,-0.21535,1.83865,0.64975,0.3101,0.88514996,1.0641999,-0.67359996,0.15245,0.33165002,-1.3585,-0.8849,-1.3604,0.33499998,-0.49120003,1.1712,0.27969998,-0.44705,1.4932001,0.82675004,-0.8138,-0.041799963,-0.7494,-0.22909999,1.8729,1.2220501,-0.28095,-1.44445,0.81804997,0.23855,-0.4661,0.3861,0.16575,0.09764999,0.1422,0.25184998,0.15245,0.96175,1.70805,0.63594997,0.085250005,-1.5880501,-0.5973,-0.2575,-0.17985,0.51535
9128,0.77914995,-1.80685,-4.8452,-9.00245,0.27675003,-4.7101,-0.42045,-8.2348995,-1.06885,-0.7034,-0.80834997,2.3367,0.35849997,-0.1161,0.9598,-5.10055,-4.89255,-0.31235,3.7066998,0.44445,0.012899995,1.1819501,0.5644,-5.1837,0.26045,0.37295002,0.23975001,1.38175,1.02745,0.010899991,0.0704,0.7443,0.5289,-0.20414999,-0.98375,-0.99015003,-3.0908499,0.69930005,-4.152,0.31975,0.16640002,0.7507,3.968,0.67114997,0.3628,-7.13375,-0.99175,0.34675,-0.2279,0.11130001,-1.1229501,-5.95525,0.37495,0.9337,0.9096,0.1992,-0.20175004,1.3363,-0.63339996,-1.7618499,-1.46205,0.59085,-4.96335,0.063099995,-1.9849,-0.3166,-1.1774501,0.5442,0.42405,-0.12269999,0.18615,-1.62135,1.03595,1.0216501,2.4832501,0.74294996,3.40995,0.23235,-0.3714,0.1553,-0.057150003,-0.23655,-4.7278767,-8.8445,-4.2519,0.7986,0.83669996,-7.3412,-5.24665,-0.39319998,0.12175,-4.90065,-1.1496,-0.48305,-0.62079996,-1.17135,0.68675,-0.3908,-4.3071003,-5.0465,0.18830001,0.19504999,-4.9062,0.23249999,0.18290001,0.44750002,0.08855,0.045250002,-4.6627502,0.6691,-1.26015,0.13910002,-0.0898,0.033149987,0.20905,-0.25715,0.24764998,0.987,-0.4517,-4.69875,0.3558,-5.2295,-0.33485,-3.94095,1.04885,-0.02000001,-0.053849995,-1.9217001,-0.73585,-1.90335,-4.0561,-1.5297,0.04115,-0.10265,0.27225,-5.25725,3.4405499,0.20785001,0.67025,0.66884995,-0.315,0.43095,-1.3271,0.0965,1.4634,1.1193,-0.54134995,0.73115,0.64694995,-0.90725,0.16155,-0.011350006,-0.15969999,0.74375,-0.41695002,0.13130002,0.8033,1.1321499,-0.79789996,-0.3607,0.4325,-0.88385,-0.27550003,-0.5546,0.15395,-0.32525003,-1.0117,0.034050003,-5.98775,-0.66330004,-1.8269501,-5.08155,0.35744998,0.43195,-1.2412,-0.53785,-0.80925,0.7901,1.43455,-1.2674999,-0.18405001,0.43175,-0.65989995,0.6883,-1.09445,-0.97945,-4.3401003,0.22780001,1.26735,0.43455,0.196,0.99275,-4.87405,0.53305,0.94304997,1.19665,-4.90065,-5.00525,-0.7034,-0.88795,0.6811,-1.0328,-9.370399,0.60469997,-5.57205,-1.0856,-0.6605
9133,0.16544999,-0.21805,-2.86135,-10.0,0.93195003,-0.1672,-0.9725,-10.0,-4.33055,-5.55165,-4.9919,-5.39705,0.54895,0.36445,-0.44625,-0.33585,0.6687,0.2423,-6.7945004,-4.99025,0.6687,0.555,-3.1523,-0.6778,-0.6905,-10.0,-5.19115,-10.0,0.6687,-10.0,1.54695,-0.1672,-0.56,-0.29,0.77384996,-5.09885,-3.1863499,0.29395,-5.09885,0.29175,0.18875,0.61175,-7.93125,-0.35275,-1.6647999,-9.0739,1.18415,0.2447,-0.049399998,-0.19115,-6.4053,-10.0,0.57405,0.76985,0.54895,-5.32405,-10.0,-1.65085,-0.21805,-0.769,0.5362,-1.0016,-10.0,-0.2015,-0.8868,1.0220499,-0.33585,-4.87745,0.47300002,-6.4564,-6.4962997,-2.92485,-4.4562,-0.61845,-2.2426,-0.21805,-7.0761,-4.87745,-5.21665,-2.1806,0.45205003,1.4272,-6.0282545,1.04935,-4.49445,-0.4078,-2.8232,-9.8339,1.0556,-0.8176,-0.33859998,-0.27015,-1.0633,0.59275,0.36445,-0.1672,-0.5558,0.2447,-4.91105,0.06905,0.123100005,-5.09885,2.46395,0.12215,-0.35275,-0.70965004,0.47300002,0.792,-1.21345,-2.89945,2.1827998,-0.027899995,1.54695,0.2447,0.60504997,0.27795,0.1888,-0.31445,0.04945,-0.42290002,-0.13134998,0.3969,1.80425,0.6979,0.0033500046,-0.5558,0.4696,-6.9343,0.26950002,2.0524,-5.9262,1.04935,-0.70965004,0.172,-0.7173,-6.97565,-9.31245,-0.027899995,0.04945,-0.29,-4.64955,-0.2776,0.4264,-1.4094,-2.1279001,0.89125,0.85600007,-5.58195,0.0033500046,0.9164,-0.21805,-2.6845,-2.30515,-2.35865,0.43105,-4.87745,0.5362,0.89125,1.92575,-0.9463,0.38685,-0.5407,0.023399979,-0.70965004,0.78610003,-4.33055,1.4272,-0.40069997,-6.8111,-0.26005,-0.56,-5.92555,-4.49445,-0.4366,-1.3577,0.3969,0.77384996,-0.27015,-2.9394002,-3.2785,-0.1192,-2.47485,0.2447,0.16544999,-0.1137,0.69430006,0.47300002,-0.4901,-4.6441,0.61175,-0.38055,0.38685,0.5362,1.1082,0.06905,-4.2803,0.47300002,-4.49445,-0.1383,0.70155,-5.37935,-1.70785,-10.0,0.59275,-4.6117,-0.5011,0.16544999
9134,-3.7939498,0.17675,-1.5866,-0.04585,0.23205,-0.45565003,-0.4778,-5.4488,-1.9800501,1.01455,-4.3980503,-0.17495,0.62165,0.24035001,0.0565,-0.9544,-1.0582,0.39535,-4.2789,1.0936,-0.68614995,1.37215,0.43445,0.5125,0.13305,-0.78325003,-1.5848501,1.5322,-1.3749,-4.04595,-5.28345,0.02915001,0.7299,0.5251,-0.26215,-1.04525,-1.41785,-0.98635006,0.066300005,0.48545,-1.44865,0.7165,0.35939997,1.3227999,-0.60289997,-3.19165,0.07089999,0.44075,-0.71725,1.01795,0.74259996,-2.09355,-1.4907,0.3152,0.69295,1.57605,1.27805,2.925,-0.95075005,-1.02125,-3.8219,-1.5478001,-2.10885,-2.4539502,-2.03585,-1.06795,-0.5301,-0.93555003,0.13335001,-1.7755,3.0524502,-2.50335,0.9029,0.1721,-2.487,0.2411,-1.1989,-0.7065,-2.7335,-0.008599997,0.09914994,0.3098,-3.4366305,-1.8512001,0.8098,0.38505,-1.39905,-1.7658999,-0.08475,-1.99405,1.08945,0.48084998,0.24270001,0.011299998,-0.91929996,-0.5668,-2.5319,0.5227,-1.06215,-0.31295,-3.5637498,-4.4732,-4.8305,0.5983,-0.92225,-0.72025,-1.4381,-3.08715,-1.3175001,-0.54155,-4.89165,0.4736,-2.09235,0.6375,0.22065,0.00039999932,-0.55475,-0.10345001,0.96055,1.1108999,-3.8096,-0.3904,-4.84165,2.1726,0.37955,0.2419,1.16395,-2.02475,-1.25705,-4.1948,0.74285,-5.2789497,0.1414,-0.43344998,-0.16145,0.80904996,-0.17205,1.0406499,0.4718,-0.17645,1.2789,-2.66935,-0.41320002,0.12415001,0.8951,0.29765,-0.6687,-0.24025,-0.10710001,-0.07935,0.62475,-0.60475004,-1.4754,0.016900003,-4.22935,-5.20275,-3.46375,0.53325,-0.74895,-3.3014498,-0.79190004,-4.3103504,-1.4946,0.41390002,0.30334997,-5.0039,0.1669,-4.1235,-3.3640997,-0.49645,0.032949984,0.0074499995,-3.1039,1.1533,1.8683,0.73495,-0.6171,0.14575,-0.64610004,-1.6177,0.41325,-0.60625,-0.35484993,0.17515,-1.01835,-1.3029,-3.25305,-0.30125,-0.8787,-2.56705,1.06095,1.38515,0.46774998,0.9525,0.77125,-0.6418,-4.08295,2.2318,0.3892,-0.47814998,-0.22689998,1.0682,-2.1764,0.96925,-0.8047,-0.50369996,-4.09105
9143,-0.09495,-0.57125,-1.4083,3.1585999,0.0041500004,0.36119998,-0.79940003,-2.1899,-1.3231,-1.27,-1.804,-1.25265,0.38015002,1.5620999,-0.9491,4.26405,0.84785,-0.1525,-1.04005,-1.66805,0.76605,-0.15985,-0.4778,0.1512,1.51425,0.89954996,-0.76954997,0.0055000186,-0.77785003,-0.4125,-0.46605003,-0.20660001,0.06475001,-0.522,-0.0662,-1.1614,-1.9909999,0.3484,0.6045,-1.2413499,0.84935,0.49665,3.3115,0.40185001,-0.88855004,-1.7321999,-1.8561499,-0.2225,0.22495002,1.25815,-1.1582,-0.2572,-0.24914998,0.5027,-0.10965,0.43355,-0.37835002,-0.60555005,-1.19595,1.0194,-0.68995,-1.332,1.5394001,0.34895,0.046350002,0.45535,0.2987,0.89125,-0.6164,-1.4391999,-0.021149993,-0.59860003,-0.24355,-0.35900003,4.17275,0.3326,4.7616,1.2109001,-1.1413,-0.17055,0.75195,-0.25185,-1.6562417,-0.94964993,0.81085,-0.3035,-0.3878,-0.97035,1.0565,-0.68735,0.50595,0.40875,1.5092001,-0.08705,0.103899986,1.06845,0.1938,0.86705,-2.2946,0.8534,0.033299983,0.50415,-0.28795,0.4134,0.80375,-0.5844,0.06864999,0.19270003,-1.5329001,0.0321,0.39195,0.5533,0.2419,0.81570005,-0.12915,0.96735,-0.17540002,-0.25159997,0.2095,0.06825,-0.058699965,0.8722,-1.2519,0.1245,0.39325,-0.5437,1.80815,1.8736999,-0.7857,-0.0176,-0.5143,-0.5352,-0.8569,0.65845,-0.33795,-0.62450004,-2.0428,1.3318499,0.55705,0.039699987,0.43075,0.03705,1.4303501,-0.77655005,-1.6579499,-0.60615003,-0.24540001,-1.9258499,0.15915,-0.2669,0.23895,-0.0012999997,0.3364,-1.5534,-1.6683,-0.018,0.3648,-0.3112,0.0255,-1.6752,0.55985,-0.009649992,0.9174,0.44065002,-0.4206,-0.096949995,-0.85345,-1.0776501,3.0264502,0.5045,4.49775,-0.10869998,-0.1973,-0.1282,0.051449984,0.50575,0.2098,-0.033800006,-1.2967501,0.5894,-0.21024999,0.1908,-0.24425,-0.088450015,-0.05580002,-0.78690004,-0.16170001,-0.5772,-0.50095,0.0995,0.8821,-0.66625,0.7895,0.3818,0.7341,-0.82070005,0.40324998,-1.9484999,1.14025,1.0232501,-1.6700499,0.89760005,-1.71105,0.211,0.36185,-0.25340003,-0.06910001
9170,-0.9649,1.4412,-0.4008,5.0912,0.37995002,-0.61095,-0.63995004,6.5463505,0.42135,0.34625,3.26285,0.47155,-0.2326,0.228,4.9251,-0.66065,-0.6203,-0.21405001,-0.2576,1.7653,2.5237498,0.76540005,0.58844995,0.59755,-0.41355002,-0.9585,1.3181,3.91575,1.5423499,-0.5886,-1.17265,-0.41915,-0.7465,-0.68805003,0.83835,0.45275,1.6410999,-0.49395,-0.11714998,-0.55114996,-0.13365,-0.02285,0.97774994,0.54525,0.06620001,3.9309502,-0.28794998,-0.34355,0.14975,0.7615,1.8217,6.0485,4.4323997,-0.2046,0.7661,-0.2466,0.29925,-0.23145,-0.46405002,-0.2408,-0.052249998,-0.9668,4.8801003,-0.92255,1.3672,-0.019050002,0.8412,-0.44355,-1.1393499,4.2754498,-1.1552,0.6091,-0.64835,-0.68005,-0.2556,0.07535,-1.26825,-0.33355,-0.3619,-0.7693,0.02245,0.78405,5.6114054,1.96165,-0.5961,2.2167,-1.14905,5.1285,0.83185005,-0.9182,0.30685,-0.36409998,1.7524,1.2087,1.78205,-0.22355,-1.32745,0.23339999,-0.2698,-0.60609996,-0.88905,-1.0085,1.2319,0.7894,-0.51785,0.34495002,-0.16209999,-0.251,2.4706001,1.02985,0.61995,-0.59385,-0.3494,-0.57005,-0.27315,-0.8743,-0.6546,-1.26885,1.1068,-0.73595,0.33130002,-0.75965,-0.1389,0.3426,-0.4019,0.32340002,-0.124400005,2.59885,2.3477,0.35375002,-0.45165002,2.0016499,0.64525,0.2367,-0.71355,-0.42160004,1.3465,0.20385,0.11495,-0.44715,0.39710003,0.137,0.06265,-0.4823,2.66415,-0.3992,4.88395,1.8218501,-0.38775,0.9051,0.20650001,1.0519,1.04145,-1.6209,-2.151,-0.47994998,-0.42965,0.36515,0.21914999,1.5925,-0.4009,1.36915,0.22135001,0.99695003,0.07280001,-0.8737,3.64715,1.3472,9.001801,-0.33720002,2.18475,0.84845,-0.50175,-1.228,1.2722,0.22815001,0.24759999,-0.3524,3.2075,1.7993,-0.16334999,-0.66975,1.0202,-0.19409999,2.68235,1.1973,1.809,-0.0823,0.98305,3.9755,-1.8989499,-0.35230002,-0.18285,-0.61300004,-0.4896,-0.82065,-0.28394997,3.81475,0.54865,0.7458,0.8644,-0.026950002,5.6205997,-1.7017,4.66455,0.08055,-1.1393499
